DEPARTAMENTO,DISTRITO,LOCALIDAD,ANO,FECHA,ENFERMEDAD,ESPECIE,UTM_ZONA,UTM_HEMISFERIO,UTM_X,UTM_Y,LAT,LONG,TIPO_DE_GEORREFERENCIACION
CORDILLERA,ATYRA,CAACUPEMI,2017,,FIEBRE AMARILLA,SABETHES (SABETHES) BELISARIOI,21,S,,,-25.31141,-57.14743,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
CORDILLERA,ATYRA,CAACUPEMI,2017,,FIEBRE AMARILLA,WYEOMYIA (TRIAMYIA) APORONOMA,21,S,,,-25.31141,-57.14743,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
PARAGUARI,PARAGUARI,MBATOVI,2016,,FIEBRE AMARILLA,SABETHES (SABETHES) ALBIPRIVUS,21,S,,,-25.556783,-57.146397,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
PARAGUARI,PARAGUARI,MBATOVI,2016,,FIEBRE AMARILLA,SABETHES (SABETHES) QUASICYANEUS,21,S,,,-25.556783,-57.146397,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
PARAGUARI,PARAGUARI,MBATOVI,2016,,FIEBRE AMARILLA,HAEMAGOGUS (HAEMAGOGUS) SPEGAZZINII,21,S,,,-25.556783,-57.146397,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
MISIONES,SAN IGNACIO,,2015,,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-26.958446,-57.145544,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE DISTRITO
MISIONES,SAN IGNACIO,,2015,,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-26.958446,-57.145544,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE DISTRITO
PARAGUARI,PARAGUARI,SAN FRANCISCO,2021,2021-12-14,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-25.625324,-57.141165,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
PARAGUARI,PARAGUARI,SAN FRANCISCO,2021,2021-12-14,FIEBRE AMARILLA,OCHLEROTATUS (CHRYSOCONOPS) FULVUS,21,S,,,-25.625324,-57.141165,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
PARAGUARI,PARAGUARI,SAN FRANCISCO,2021,2021-12-14,FIEBRE AMARILLA,OCHLEROTATUS (CHRYSOCONOPS) FULVUS,21,S,,,-25.625324,-57.141165,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
